section,group,qualified_name,name,aliases,help,module,line,kind
social,guild,동료능력,동료능력,companionabilities,,v1050_unified_expansion,1393,command
social,guild,동료대시보드,동료대시보드,companiondashboard,,v1090_integrated_renewal,1719,command
social,guild,동료대화,동료대화,talkcompanion | companiontalk,,v1010_companion_card_games,1098,command
social,guild,동료도감,동료도감,companioncatalog | petcatalog,전체 동료와 획득 상태를 확인합니다.,v1220_chaos_festival_complete,1217,command
social,guild,동료먹이,동료먹이,feedcompanion | feedpet,동료에게 먹이를 주어 경험치를 올립니다.,v1220_chaos_festival_complete,1160,command
social,guild,동료배치,동료배치,assigncompanion | companionassign,,v1010_companion_card_games,1071,command
social,guild,동료뽑기,동료뽑기,drawcompanion | petdraw,"3,000칩으로 동료 알을 부화합니다.",v1220_chaos_festival_complete,1139,command
social,guild,동료영입,동료영입,recruitcompanion | companionrecruit,,v1010_companion_card_games,1043,command
social,guild,동료원정,동료원정,companionexpedition,,v1050_unified_expansion,1421,command
social,guild,동료임무,동료임무,companionmission | companionquest,,v1010_companion_card_games,1132,command
social,guild,동료진화,동료진화,evolvecompanion | evolvepet,5레벨 이상 동료를 진화시킵니다.,v1220_chaos_festival_complete,1201,command
social,guild,동료탐험,동료탐험,festivalpetexpedition | petexpedition,동료를 짧은 탐험에 보내거나 귀환 보상을 받습니다.,v1220_chaos_festival_complete,1182,command
social,guild,동료훈련,동료훈련,traincompanion,,v1050_unified_expansion,1404,command
social,guild,딜러대화,딜러대화,dealertalk | npctalk,NPC 딜러와 대화해 친밀도를 올립니다.,v1220_chaos_festival_complete,1057,command
social,guild,딜러선물,딜러선물,dealergift | npcgift,NPC에게 선물을 주어 관계를 변화시킵니다.,v1220_chaos_festival_complete,1073,command
social,guild,딜러친밀도,딜러친밀도,dealeraffinity | dealerbond,NPC 딜러 6명의 친밀도를 확인합니다.,v1190_event_broadcast_collection,677,command
social,guild,랜덤벌칙,랜덤벌칙,randompenalty | partyforfeit,안전하고 가벼운 랜덤 벌칙을 뽑습니다.,v1220_chaos_festival_complete,1662,command
social,guild,분대역할,분대역할,파티역할 | 전술역할,자신의 분대 역할을 선봉·의무·기술·정찰 중 선택합니다.,v920_world_cycle_professions,998,command
social,guild,분대작전,분대작전,파티작전 | 전술작전,파티장이 전문화와 역할 편성을 반영한 협동 작전을 수행합니다.,v920_world_cycle_professions,1033,command
social,guild,분대작전기록,분대작전기록,파티작전기록 | 분대전술기록,현재 파티의 최근 분대 작전 기록을 확인합니다.,v920_world_cycle_professions,1107,command
social,guild,분대전술,분대전술,파티전술 | 분대전술상태,현재 파티의 분대 전술과 역할 편성을 확인합니다.,v920_world_cycle_professions,967,command
social,guild,분대전술설정,분대전술설정,파티전술설정 | 전술설정,파티장이 균형·돌격·방어·구조·정찰 전술을 설정합니다.,v920_world_cycle_professions,981,command
social,guild,분대준비,분대준비,파티준비 | 분대점검,분대 구성·전문화·역할 다양성과 작전 대기시간을 확인합니다.,v920_world_cycle_professions,1017,command
social,guild,서버빙고,서버빙고,serverbingo | guildbingo,서버 월간 빙고판과 내 체크 상태를 확인합니다.,v1220_chaos_festival_complete,1783,command
social,guild,세력,세력,세력목록 | 연합세력,NPC 세력 관계와 해금 혜택을 확인합니다.,v900_faction_world_state,647,command
social,guild,세력정보,세력정보,진영정보 | 세력상세,선택한 NPC 세력의 상세 정보를 확인합니다.,v900_faction_world_state,667,command
social,guild,시장선거,시장선거,mayorelection | cityelection,NPC 시장 선거 현황을 확인하거나 후보에게 응원표를 보냅니다.,v1320_black_city_complete,682,command
social,guild,알림센터,알림센터,통합알림 | 알림메뉴,패치·재난·시장·길드 알림을 한 선택창에서 관리합니다.,v790_operations_disaster,870,command
social,guild,오늘의대화,오늘의대화,dailytalk | todaydialogue,오늘 가장 잘 맞는 NPC와 짧은 대화를 봅니다.,v1220_chaos_festival_complete,1111,command
social,guild,오늘의도시,오늘의도시,citytoday | dailycity,오늘의 NPC·도시 사건을 확인합니다.,v1320_black_city_complete,357,command
social,guild,인물기록,인물기록,characterrecord | npcrecord,특정 NPC와 쌓은 관계와 기억을 확인합니다.,v1000_global_survivor,1245,command
social,guild,인물도감,인물도감,charactercodex | npccodex,만날 수 있는 주요 우호 인물과 관계 단계를 확인합니다.,v1000_global_survivor,1181,command
social,guild,전설아이템,전설아이템,legendaryitem | guildrelic,서버에 단 하나뿐인 전설 유물의 주인을 확인하거나 획득합니다.,v1220_chaos_festival_complete,1974,command
social,guild,직원고용,직원고용,hirestaff | hireemployee,NPC 직원을 고용해 사업 수익을 올립니다.,v1220_chaos_festival_complete,1433,command
social,guild,축제인물도감,축제인물도감,npccatalog | festivalcharactercodex,혼돈의 축제 NPC 인물 정보를 확인합니다.,v1220_chaos_festival_complete,1105,command
social,guild,탐험선택,탐험선택,expeditionchoice | adventurechoice,개인 또는 파티 탐험의 행동을 선택합니다.,v1220_chaos_festival_complete,1293,command
social,guild,탐험참가,탐험참가,joinpartyexpedition | joinadventure,진행 중인 파티 탐험에 참가합니다.,v1220_chaos_festival_complete,1282,command
social,guild,파티게임,파티게임,partygames | partyhub,폭탄·마피아·라이어·그림자·생존·심리전 메뉴를 엽니다.,v1220_chaos_festival_complete,682,command
social,guild,파티탐험,파티탐험,partyexpedition | groupadventure,서버 파티 탐험 로비를 엽니다.,v1220_chaos_festival_complete,1267,command
social,guild,펫레이스,펫레이스,petrace | companionrace,활성 동료와 짧은 친선 경주를 합니다.,v1220_chaos_festival_complete,1226,command
social,guild,펫센터,펫센터,petcenter | companioncenter,보유 동료와 육성 상태를 확인합니다.,v1220_chaos_festival_complete,1126,command
social,npc,1720인연검수,1720인연검수,v1720bondsaudit | bondsaudit,NPC 명단·일정·선물·동행·고백·배신 위험 저장 구조를 검사합니다.,v1720_living_world_bonds,1096,command
social,npc,1720통합검수,1720통합검수,v1720audit | 1720audit,v17.0.1 공방 그룹·v17.1 살아 있는 세계·v17.2 NPC 인연을 통합 검사합니다.,v1720_living_world_bonds,1104,command
social,npc,NPC대화,NPC대화,bondtalk | talkbondnpc,NPC와 대화해 호감과 신뢰를 쌓습니다. 30분 재사용 대기시간이 있습니다.,v1720_living_world_bonds,1000,command
social,npc,NPC목록,NPC목록,npclist | npcroster,NPC 역할·현재 위치·시간대별 활동을 확인하고 관계 화면을 엽니다.,v1720_living_world_bonds,990,command
social,npc,NPC선물,NPC선물,bondgift | giftbondnpc,NPC에게 선물을 주고 호감·신뢰 변화를 확인합니다.,v1720_living_world_bonds,1011,command
social,npc,고백,고백,confess | romancenpc,관계 조건을 충족한 NPC에게 고백해 연인 루트를 시작합니다.,v1720_living_world_bonds,1053,command
social,npc,동행요청,동행요청,bondmission | askbondcompanion,NPC와 6시간마다 동행 작전을 진행합니다. 관계에 따라 성공 또는 배신이 발생합니다.,v1720_living_world_bonds,1031,command
social,npc,배신경보,배신경보,betrayalalert | betrayalrisk,모든 NPC의 현재 배신 위험과 원인을 확인합니다.,v1720_living_world_bonds,1068,command
social,npc,인연,인연,bonds | bondnetwork,모든 NPC의 호감·신뢰·충성·배신 위험을 한 화면에서 확인합니다.,v1720_living_world_bonds,982,command
social,npc,인연기록,인연기록,bondhistory | relationshiphistory,특정 NPC 또는 전체 인연 사건 기록을 확인합니다.,v1720_living_world_bonds,1077,command
system,admin,권리증명,권리증명,ownerproof | copyrightvault,봇 소유자만 내부 프로젝트 소유권 증명 정보를 확인합니다.,v1700_creator_forge_season6,888,command
system,audit,1000안정화검수,1000안정화검수,v1000audit | 1000audit,v10 한·영 현지화·진행 연출·신규 연결 콘텐츠를 읽기 전용 검사합니다.,v1000_global_survivor,1614,command
system,audit,1010안정화검수,1010안정화검수,v1010audit | 1010audit | patchaudit,,v1010_companion_card_games,1188,command
system,audit,1050통합검수,1050통합검수,v1050audit | fullaudit,,v1050_unified_expansion,1572,command
system,audit,1190통합검수,1190통합검수,v1190audit | eventbroadcastcollectionaudit,v11.7~v11.9 통합 기능을 검사합니다.,v1190_event_broadcast_collection,721,command
system,audit,1220통합검수,1220통합검수,v1220audit | chaosfestivalaudit,v12.0~v12.2 전체 재미 기능을 검사합니다.,v1220_chaos_festival_complete,2136,command
system,audit,1320통합검수,1320통합검수,v1320audit | blackcityaudit,BLACK CITY 전체 데이터·경제·영토·시즌·복구 상태를 검사합니다.,v1320_black_city_complete,812,command
system,audit,1330안정화검수,1330안정화검수,v1330audit | 1330audit,v13.3.0 부팅 안정화 패치 상태를 확인합니다.,v1330_command_registry_guard,181,command
system,audit,1620통합검수,1620통합검수,v1620audit | livinglegendsaudit,v16.2 기능과 기존 기능·언어·명령 충돌을 검사합니다.,v1620_living_legends,1120,command
system,audit,1621통합검수,1621통합검수,v1621audit | 1621audit,v16.2.1 이미지·명령어·홈페이지 패치 연결을 검사합니다.,v1621_visual_command_hotfix,712,command
system,audit,1660통합검수,1660통합검수,v1660audit | 1660audit,첫 생존 여정·결과 변화 요약·상황 추천·실시간 오류센터·경제 정산·용어 설명을 검사합니다.,v1660_first_survival_live_qa,797,command
system,audit,1661통합검수,1661통합검수,v1661audit | 1661audit,v16.6.1 런타임 상호작용 핫픽스와 기존 핵심 연결을 검사합니다.,v1661_runtime_interaction_hotfix,154,command
system,audit,1670통합검수,1670통합검수,v1670audit | 1670audit,v16.7 운영 패널·메시지 정리·실사용 통계·죽은 기능·화면 광택 연결을 검사합니다.,v1670_live_ops_polish,486,command
system,audit,1671통합검수,1671통합검수,v1671audit | 1671audit | 명령어긴급검수 | commandcenterhotfixaudit,v16.7.1 명령어 센터 안전 함수 연결과 한·영 메뉴 재구성을 검사합니다.,v1671_command_center_nameerror_hotfix,63,command
system,audit,1700통합검수,1700통합검수,v1700audit | 1700audit,v17.0 런타임 청소·콘텐츠 공방·시즌 6·언어 분리·소유권 금고를 통합 검사합니다.,v1700_creator_forge_season6,961,command
system,audit,770안정화검수,770안정화검수,파밍검수 | 생활기술검수 | v770검수,v7.8 파밍·생활 저장 구조를 읽기 전용 검사합니다.,v770_ruin_farming,1867,command
system,audit,780안정화검수,780안정화검수,재난검수 | 780검수,v7.8 신규 기능만 읽기 전용으로 검사합니다.,v780_server_disaster,748,command
system,audit,790안정화검수,790안정화검수,790검수 | 운영확장검수,v7.9 신규·수정 기능만 읽기 전용으로 검사합니다.,v790_operations_disaster,1429,command
system,audit,810안정화검수,810안정화검수,810검수 | 지도개척검수,v8.1 신규·수정 기능만 읽기 전용으로 검사합니다.,v810_world_map_ux,988,command
system,audit,811안정화검수,811안정화검수,811검수 | 인카운트다양성검수 | 파밍연출검수,v8.1.1 신규·수정 기능만 읽기 전용으로 검사합니다.,v811_encounter_variety,103,command
system,audit,900안정화검수,900안정화검수,900검수 | 세력세계검수 | v9검수,v9.0 세력·무역·전쟁·시즌 기능만 읽기 전용 검사합니다.,v900_faction_world_state,1391,command
system,audit,920안정화검수,920안정화검수,920검수 | 세계순환검수 | 전문화분대검수,v9.2 세계 순환·복구·전문화·분대 전술만 읽기 전용 검사합니다.,v920_world_cycle_professions,1148,command
system,audit,950안정화검수,950안정화검수,95검수 | v950audit | investigationaudit,v9.5 수사·대피소·레이드·영문 명령 연결을 읽기 전용 검사합니다.,v950_investigation_shelter_raid,1034,command
system,audit,AI참가검수,AI참가검수,aiparticipationaudit,,v1050_unified_expansion,1590,command
system,audit,UI검수,UI검수,uiaudit | componentaudit | commanduiaudit,Discord 버튼·선택 메뉴·모달과 명령 도감의 최신 안정화 상태를 검사합니다.,v1093_command_ui_audit,189,command
system,audit,UI안정화검수,UI안정화검수,uiaudit1661 | interactionaudit,버튼 실행·선택 메뉴·임베드 제한·만료 UI 안전 처리를 검사합니다.,v1661_runtime_interaction_hotfix,133,command
system,audit,게임진행검수,게임진행검수,gameplayaudit | cardflowaudit,,v1060_authentic_card_games,1952,command
system,audit,경제검수,경제검수,cityeconomyaudit | blackeconomyaudit,거래·원장·이벤트 자금과 비정상 잔액을 검사합니다.,v1320_black_city_complete,792,command
system,audit,관리점검,관리점검,통합점검 | 점검센터,관리자가 최신 패치·데이터·메뉴·오류 점검 진입점을 확인합니다.,v810_world_map_ux,929,command
system,audit,다국어검수,다국어검수,languageaudit | localizationaudit,선택 언어 단일 출력과 번역 런타임 상태를 검사합니다.,v1000_global_survivor,1553,command
system,audit,런타임청소검수,런타임청소검수,runtimecleansweep | runtimeaudit1700,버튼 Cog·웹훅 삭제 예약·성장 집계·중복 오류 안내 수정 상태를 검사합니다.,v1700_creator_forge_season6,944,command
system,audit,명령건강검진,명령건강검진,commandhealth | commandhealthaudit,명령 누락·분류·설명·영문 별칭·중복·이미지 자산과 메뉴 연결 상태를 검사합니다.,v1650_survivor_core_complete,296,command
system,audit,명령등록검수,명령등록검수,commandregistryaudit | registrationaudit,명령어 이름·별칭 충돌과 격리 내역을 확인합니다.,v1330_command_registry_guard,148,command
system,audit,명령어UI검수,명령어UI검수,helpuiaudit | commandcenteraudit,새 명령어 센터의 카테고리·페이지·버튼 구성을 검사합니다.,v1620_living_legends,1102,command
system,audit,명령어검수,명령어검수,commandaudit | commandaliasaudit,전체 prefix 명령의 한글·영문 실행 이름과 충돌을 검사합니다.,v1000_global_survivor,1586,command
system,audit,보안테스트,보안테스트,,분리 로그 채널 4곳에 테스트 메시지를 전송합니다.,v422_security_center,473,command
system,audit,서버봇권한검수,서버봇권한검수,봇권한점검 | serverbotaudit | botpermissionaudit,서버의 모든 봇이 접근 가능한 채널과 위험 권한을 요약합니다.,v1150_server_operations_permissions,854,command
system,audit,서버설정검수,서버설정검수,운영설정검수 | serverconfigaudit | v1150audit,v11.5.0 알림·권한·백업 변경만 검사합니다.,v1150_server_operations_permissions,1105,command
system,audit,실시간오류센터,실시간오류센터,라이브오류센터 | liveqacenter | runtimeerrors,실제 명령 실패·버튼 UI 사건·반복 오류와 사건 번호를 통합 표시합니다.,v1660_first_survival_live_qa,718,command
system,audit,실시간피드테스트,실시간피드테스트,,별도 Web Service로 테스트 이벤트와 상태 심박을 직접 전송합니다.,v432_forge_live,1154,command
system,audit,실전게임검수,실전게임검수,livegameaudit | recoveryaudit,v11.6.0에서 변경한 복구·종료·잠수·화투 검증만 검사합니다.,v1160_game_recovery_validation,790,command
system,audit,알림UI검수,알림UI검수,알림설정UI검수 | alertuiaudit | alertsettingsaudit,v11.5.1 드롭다운 알림 설정 UI만 검사합니다.,v1151_alert_settings_ui,601,command
system,audit,알림테스트,알림테스트,serveralerttest | testalert,실제 이벤트를 만들지 않고 지정 알림 채널에 미리보기를 보냅니다.,v1150_server_operations_permissions,799,command
system,audit,연출검수,연출검수,polishaudit | visualpolishaudit | gamefxaudit,v10.9.5 이미지 연출·복구·리플레이·실시간 보드를 검사합니다.,v1095_gameplay_polish_patch,204,command
system,audit,오류검수,오류검수,runtimeaudit | uierroraudit,UI 이모지 재시도·상호작용 응답 패치를 확인합니다.,v1320_black_city_complete,807,command
system,audit,오류조회,오류조회,오류사건조회 | 에러조회,명령·UI 오류 사건 번호의 저장된 정보를 조회합니다.,v810_world_map_ux,941,command
system,audit,오류현황,오류현황,사건현황 | errorstatus,,v702_stability,251,command
system,audit,운영광택센터,운영광택센터,라이브운영센터 | liveopshub | polishcenter,메시지 정리·실시간 오류·명령 건강·통계·초보 안내를 버튼으로 통합합니다.,v1670_live_ops_polish,360,command
system,audit,운영분석,운영분석,경제분석 | 콘텐츠분석,실제 재화 유입·콘텐츠 이용·오류 기록을 확률 노출 없이 집계합니다.,v790_operations_disaster,993,command
system,audit,월드보스테스트,월드보스테스트,월보테스트 | worldbosstest,,v630_world_boss,1291,command
system,audit,월드보스테스트공격,월드보스테스트공격,월보테스트공격 | worldbosstestattack,,v630_world_boss,1334,command
system,audit,월드보스테스트상태,월드보스테스트상태,월보테스트상태 | worldbossteststatus,,v630_world_boss,1322,command
system,audit,월드보스테스트종료,월드보스테스트종료,월보테스트종료 | worldbosstestend,,v630_world_boss,1338,command
system,audit,이미지검수,이미지검수,visualaudit1621 | fontaudit,한글 폰트와 정보 이미지 렌더러 상태를 검사합니다.,v1621_visual_command_hotfix,688,command
system,audit,재난알림검수,재난알림검수,disasteralertaudit | disasternotificationaudit | v1143audit,v11.4.3 서버별 재난 알림 구독 변경만 검사합니다.,v1143_disaster_optin,268,command
system,audit,죽은기능검수,죽은기능검수,죽은명령검수 | deadfeatureaudit | deadcommandaudit,등록됐지만 실행·메뉴·빠른 이동·도시 자산 연결이 끊긴 기능을 검사합니다.,v1670_live_ops_polish,434,command
system,audit,지식,지식,기억,서버 승인 기억과 검수 상태를 관리합니다.,v620_dialogue_memory,1202,group
system,audit,지식 검수,검수,,,v620_dialogue_memory,1264,command
system,audit,지식검수,지식검수,,운영진이 대기 중인 기억을 드롭다운으로 검수합니다.,v620_dialogue_memory,1320,command
system,audit,초기기능검수,초기기능검수,legacyfeatureaudit | corefeatureaudit,초기 핵심 기능이 삭제되지 않았는지 검사합니다.,v1620_living_legends,1114,command
system,audit,최근오류,최근오류,최근사건 | 오류목록,최근 명령·UI 오류 사건 번호를 확인합니다.,v810_world_map_ux,959,command
system,audit,카드게임검수,카드게임검수,cardgameaudit | cardsaudit,,v1010_companion_card_games,1208,command
system,audit,테스트,테스트,패치테스트,,v637_dynamic_events,902,command
system,audit,홈페이지검수,홈페이지검수,websiteaudit | siteaudit,,v1010_companion_card_games,1232,command
system,audit,화면광택검수,화면광택검수,모바일화면검수 | uipolishaudit | mobileuiaudit,임베드·버튼·선택 메뉴 제한과 핵심 화면의 모바일 가독성을 검사합니다.,v1670_live_ops_polish,461,command
system,audit,화투패검수,화투패검수,전통화투검수 | traditionalhwatuaudit | hwatuassetaudit,v11.5.2 전통 문양 화투 48장과 화투 게임 연결만 검사합니다.,v1152_traditional_hwatu_refresh,47,command
system,help,help,help,commands | english | enhelp | englishhelp | guide,Open the fully English ABADDON command guide.,v652_english_access,612,command
system,help,결과요약설정,결과요약설정,행동결과설정 | resultsummarysettings | resultsummary,명령 완료 뒤 실제 획득·수치 변화·해금 요약을 켜거나 끕니다.,v1660_first_survival_live_qa,686,command
system,help,관리역할추가,관리역할추가,,SERVER GUARD 운영 명령어를 사용할 역할을 추가합니다.,v410_server_management,1532,command
system,help,관리자명령어,관리자명령어,,,admin_tools,95,command
system,help,관리확장도움말,관리확장도움말,운영강화도움말,자동 이모지 및 확장 관리 명령어를 확인합니다.,v411_server_guard_plus,490,command
system,help,귀여운메뉴,귀여운메뉴,명령패널 | 말랑메뉴 | 버튼명령어,귀여운 전체 명령어 실행 패널을 엽니다.,v711_cute_interactions,1251,command
system,help,보안센터도움말,보안센터도움말,보안도움말,V4.2.2 보안센터와 분리 로그 명령어를 확인합니다.,v422_security_center,249,command
system,help,서버언어,서버언어,serverlanguage | serverlang,공개 공동 패널과 자동 방송의 서버 기본 언어를 설정합니다.,v1000_global_survivor,1090,command
system,help,실사용통계,실사용통계,라이브사용통계 | liveusage | commandmetrics,재시작 이후 최대 24시간의 명령 사용량·실패율·응답시간을 확인합니다.,v1670_live_ops_polish,391,command
system,help,안정화도움말,안정화도움말,안정화명령어,,v641_stabilization,496,command
system,help,언어,언어,language | lang,개인 게임 화면의 표시 언어를 한국어 또는 영어로 설정합니다.,v1000_global_survivor,1073,command
system,help,운영도구도움말,운영도구도움말,운영센터도움말,V4.2 운영 보조 명령어를 확인합니다.,v420_ops_center,112,command
system,help,운영도움말,운영도움말,,서버 운영 및 관리 명령어를 확인합니다.,v410_server_management,685,command
system,help,운영진단,운영진단,가드진단,SERVER GUARD 명령 등록과 권한 상태를 확인합니다.,v410_server_management,876,command
system,help,운영통계,운영통계,명령통계 | commandstats,,v702_stability,272,command
system,help,운영편의도움말,운영편의도움말,편의도움말,V4.2.1 셀프 역할과 편의 명령어를 확인합니다.,v421_utility_pack,148,command
system,help,접수센터도움말,접수센터도움말,접수도움말,V4.2.3 문의·신고·건의 처리센터 명령어를 확인합니다.,v423_intake_center,637,command
system,help,즐겨찾기,즐겨찾기,favorites | favourites,자주 쓰는 명령을 최대 8개 저장합니다.,v1620_living_legends,875,command
system,legacy,start,start,시작,,v31_quiz_notify,253,command
system,legacy,TTS,TTS,티티에스 | 음성성역,,v433_voice_sanctuary,1373,group
system,legacy,TTS 기본목소리,기본목소리,서버목소리 | defaultvoice,,v433_voice_sanctuary,1566,command
system,legacy,TTS 끄기,끄기,off,,v433_voice_sanctuary,1514,command
system,legacy,TTS 대기열,대기열,queue,,v433_voice_sanctuary,1646,command
system,legacy,TTS 목소리,목소리,음성,,v433_voice_sanctuary,1538,command
system,legacy,TTS 볼륨,볼륨,,,v433_voice_sanctuary,1633,command
system,legacy,TTS 비우기,비우기,clear,,v433_voice_sanctuary,1655,command
system,legacy,TTS 상태,상태,status,,v433_voice_sanctuary,1689,command
system,legacy,TTS 속도,속도,,,v433_voice_sanctuary,1620,command
system,legacy,TTS 엔진,엔진,provider,,v433_voice_sanctuary,1586,command
system,legacy,TTS 음성격리초기화,음성격리초기화,음성복구 | voice-reset,,v433_voice_sanctuary,1608,command
system,legacy,TTS 음성채널,음성채널,보이스채널,,v433_voice_sanctuary,1525,command
system,legacy,TTS 진단,진단,diagnose | 검사,,v433_voice_sanctuary,1665,command
system,legacy,TTS 채널,채널,채널설정 | 자동채널 | setchannel,,v433_voice_sanctuary,1475,command
system,legacy,TTS 켜기,켜기,on,,v433_voice_sanctuary,1491,command
system,legacy,TTS엔진,TTS엔진,,,v433_voice_sanctuary,1604,command
system,legacy,TTS채널,TTS채널,채널설정 | TTS채널설정,,v433_voice_sanctuary,1483,command
system,legacy,가게방문,가게방문,visitshop | visitbusiness,서버 구성원의 가게를 방문하고 상품을 구매합니다.,v1220_chaos_festival_complete,1448,command
system,legacy,가르치기,가르치기,기억등록 | 지식등록,서버 전용 질문과 답변 등록 양식을 엽니다.,v620_dialogue_memory,1195,command
system,legacy,가입일,가입일,,자신 또는 멘션한 멤버의 계정 생성일과 서버 가입일을 표시합니다.,v421_utility_pack,493,command
system,legacy,감독센터,감독센터,directorcenter | eventdirector,관리자용 서버 사건 연출과 안전 설정을 관리합니다.,v1620_living_legends,1035,command
system,legacy,감염도설정,감염도설정,,,admin_tools,313,command
system,legacy,감옥,감옥,cityjail | jailstatus,본인의 수감 상태를 확인합니다.,v1320_black_city_complete,644,command
system,legacy,감정사,감정사,감정사목록,,v610_digging_treasure,649,command
system,legacy,개조목록,개조목록,,,v637_dynamic_events,612,command
system,legacy,개조해제,개조해제,,,v637_dynamic_events,689,command
system,legacy,개척기부,개척기부,지도기부 | 지역기부,자원을 공동 지역 개척에 기부합니다.,v810_world_map_ux,698,command
system,legacy,개척현황,개척현황,지도진척 | 지역진척,서버 공동 개척 기여와 지역별 진행도를 확인합니다.,v810_world_map_ux,686,command
system,legacy,거점,거점,지역거점 | 개척거점,지역 공동 거점 시설 상태를 확인합니다.,v810_world_map_ux,746,command
system,legacy,건설기부,건설기부,donateconstruction,공동 시설 건설에 칩을 기부합니다.,v1320_black_city_complete,592,command
system,legacy,건의,건의,공개건의 | 건의등록,공개 건의 작성 버튼을 엽니다.,v790_operations_disaster,928,command
system,legacy,건의목록,건의목록,제안목록,공개 건의와 투표 현황을 확인합니다.,v790_operations_disaster,932,command
system,legacy,건의상태,건의상태,제안상태,관리자가 공개 건의 상태를 변경합니다.,v790_operations_disaster,949,command
system,legacy,게임,게임,게임센터 | 게임메뉴 | rpg메뉴,,v600_game_center,2772,command
system,legacy,게임강제환불,게임강제환불,forcegamerefund | sessionrefund,관리자가 중단 게임의 실제 납부액을 한 번만 환불합니다.,v1160_game_recovery_validation,697,command
system,legacy,게임결과,게임결과,gameresult | matchresult,최근 또는 지정 게임의 승자·손익·현재 잔액을 확인합니다.,v1100_game_city_overhaul,168,command
system,legacy,게임기록,게임기록,gamelog,,v1090_integrated_renewal,1601,command
system,legacy,게임대시보드,게임대시보드,gamedashboard,,v1090_integrated_renewal,1703,command
system,legacy,게임랭킹,게임랭킹,gameranking | gameleaderboard,,v1050_unified_expansion,1297,command
system,legacy,게임리플레이,게임리플레이,gamereplay,,v1090_integrated_renewal,1597,command
system,legacy,게임방목록,게임방목록,gamelobbies | roomlist,,v1090_integrated_renewal,1532,command
system,legacy,게임복구,게임복구,recovergame | gamerecovery,재시작 복구 상태와 안전 환불 경로를 확인합니다.,v1100_game_city_overhaul,192,command
system,legacy,게임복구목록,게임복구목록,recoverylist | gamesessionlist,현재 서버의 활성·중단·일시정지 게임 체크포인트를 확인합니다.,v1160_game_recovery_validation,629,command
system,legacy,게임세션,게임세션,gamesession | sessionstatus,현재 채널 게임·모집방·미정산 예약 상태를 확인합니다.,v1100_game_city_overhaul,185,command
system,legacy,게임업적,게임업적,gameachievements,,v1050_unified_expansion,1315,command
system,legacy,게임예약,게임예약,reservegame | gamebooking,게임 일정을 예약합니다. `!게임예약 텍사스홀덤 2026-08-05 21:00 10000 아바돈허용`,v1190_event_broadcast_collection,574,command
system,legacy,게임장,게임장,게임로비 | gamehall | gamelobby,,v1050_unified_expansion,1257,command
system,legacy,게임재개,게임재개,resumegame | continuegame,일시정지 게임을 재개하거나 저장된 게임을 복구합니다.,v1160_game_recovery_validation,676,command
system,legacy,격리,격리,,멤버를 격리 역할로 제한합니다.,v411_server_guard_plus,885,command
system,legacy,격리역할생성,격리역할생성,,격리 역할과 채널 권한을 생성 또는 갱신합니다.,v411_server_guard_plus,814,command
system,legacy,격리해제,격리해제,,멤버의 격리 역할을 제거합니다.,v411_server_guard_plus,896,command
system,legacy,결승중계,결승중계,finalbroadcast | finalscast,최근 또는 지정 정산을 결승 결과 카드로 표시합니다.,v1190_event_broadcast_collection,623,command
system,legacy,경고,경고,,멤버에게 사유와 함께 경고를 부여합니다.,v410_server_management,968,command
system,legacy,경고조회,경고조회,,멤버의 활성 경고 기록을 확인합니다.,v410_server_management,992,command
system,legacy,경고취소,경고취소,,사건 번호로 활성 경고를 취소합니다.,v410_server_management,1016,command
system,legacy,경매등록,경매등록,,,v21_reborn,742,command
system,legacy,경매마감,경매마감,,,v21_reborn,798,command
system,legacy,경험치지급,경험치지급,,,admin_tools,199,command
system,legacy,계승,계승,,,v431_growth_balance,676,command
system,legacy,계약수락,계약수락,의뢰수락 | 납품계약,오늘의 납품 계약 하나를 수락합니다.,v770_ruin_farming,1675,command
system,legacy,계약현황,계약현황,의뢰현황 | 납품현황,수락·완료한 오늘의 계약을 확인합니다.,v770_ruin_farming,1731,command
system,legacy,고스톱,고스톱,gostop | go-stop,,v1010_companion_card_games,1018,command
system,legacy,고정간격,고정간격,,현재 채널 고정 메시지 재게시 간격을 설정합니다.,v411_server_guard_plus,1188,command
system,legacy,고정메시지,고정메시지,,현재 채널에 자동 재게시되는 고정 안내를 설정합니다.,v411_server_guard_plus,1149,command
system,legacy,고철갈갈이,고철갈갈이,고철분쇄 | 자원분쇄,,v639_frontier_operations,964,command
system,legacy,공동시설,공동시설,cityfacilities | publicfacilities,서버 공동 시설의 건설 진행도를 확인합니다.,v1320_black_city_complete,573,command
system,legacy,공정성검증,공정성검증,fairnesscheck | fairnessverify,최근 게임의 덱 커밋과 정산 장부를 확인합니다.,v1100_game_city_overhaul,181,command
system,legacy,공지전송,공지전송,,지정 채널에 운영진 공지 임베드를 전송합니다.,v411_server_guard_plus,1109,command
system,legacy,관리역할제거,관리역할제거,,SERVER GUARD 운영 역할 등록을 해제합니다.,v410_server_management,1546,command
system,legacy,관리자지역이동,관리자지역이동,,,admin_tools,339,command
system,legacy,관전,관전,spectate,,v1090_integrated_renewal,1553,command
system,legacy,관전종료,관전종료,stopspectating,,v1090_integrated_renewal,1572,command
system,legacy,괴수투기장,괴수투기장,펫데스매치,,v638_hardcore_arcade,1094,command
system,legacy,괴질탈출,괴질탈출,크래시 | 괴질크래시,,v638_hardcore_arcade,833,command
